Data	Happiness	Sadness	Anger	Fear	Disgust	Surprise
Jitni awaaj loudspeaker ke liye hai wo sayad #TripleTalaq ke liye hoti toh jyada acha hota . Sharm kro doston  #SonuNigam					Hindi	
Oh bhai mere ye bhi bata de ki #RahulGandhi  jihadi jignes mevani aur unar khalid ka support kyun kar rahe hain? Does #RahulGandhi wants a divided India . Why #RahulGandhi support #TripleTalaq ?		Both				
"Typographical error ko toh aap theek kar lo! Bill pass karne aur karvane ki baat karte hain! ""Besieged"" nahi ""beseeched"" behter shabd hai, joh SC ne use kiya hoga. Mujhe aapke ke handle ka editor bana do. #MerriamWebsterDictionary #OxfordDictionary #TripleTalaqBill #TripleTalaq"			Mixed			
#TripleTalaq #TeenTalaq jahil aadmi deta h. Apne khud #muslims ka #education maha reservation rok diya h To zalim kon hua? https://twitter.com/aajtak/status/858371635560288256 … #TripleTalaq			Mixed			
"Government isi #TripleTalaq ke mudde ko hilight kiye ja rahi hai. Aur baki problems pe pratikriya aati hai ki ""hum kadi ninda karte hain"". #TripleTalaq #Doubt"					Mixed	
Aa gaye na asliyat pe, aap bhi government ki tarah politics khel gaye. Aap bhi baaki problems chood ke #TripleTalaq par raajniti karne lage					Mixed	
Muslim personal law board ko khatam kiya jaye ya fir jitne bhi dharm india me he sabke apne apne personal law board khol do  #TripleTalaq			Mixed			
Triple talaq khatam hote hi desh ki gareebi mit jayegi desh ki economy double ho jayegi desh se corruption khatam ho jayega #TripleTalaq	Mixed					
Kutte ki duum kabhi seedhi nahin hoti. Shame on you @INCindia. #tripletalaq					Mixed	
#TripleTalaq Besharmi aur makkari ki had hai pet cheer kar pregnant aurat ko marne wale muslim aurton ki fikr me mare ja rahe hain					Hindi	
#IshratJahan ye sabko pahle se hi maloom tha #TripleTalaq is not last lets wait till 2019 avhi kya kya hota hai.						Hindi
Anti triple talaq rule aa gaya, warna JNU ka hostel ise dene wala tha #TripleTalaq						Mixed
#TTKSawal #tripletalaq ka ek process hai Quran k hisab se agar kuch Maulana galat fatweh dey rahey hai tho uney boycott karey  shariah nahi			Mixed			
@sardanarohit kul mila kr baat male ego ki hai yha.. dunia ko pichhe le jana chahte hai ye... #TripleTalaq					Hindi	
I am definitely against #TripleTalaq  Ye band hona hi chahiye aur fir Jasodaben ko bhi justice milni chahiye.			Mixed			
Triple talaq is cheerharan? The 21st century Mahabharata has gone awry! #TripleTalaq #sonunigam					English	
Uttar Pradesh Chief Minister @myogiadityanath ka #TripleTalaq par shaandaar chakka. Ye khatam karo. Uniform Civil Code lao. Jai ho!	Hindi					
Bhaiyya Gulam aapne(congress) ne70 saal mai kyoun nahi #TripleTalaq ka hall doonda? Kya muslim auratei entertainment ka samaagri hai?			Mixed			
@narendramodi #TripleTalaq ke baad, sir, ab dahej ke against kuch kade kanoon banaiye, pls address this problem.		Mixed				
Har ak cheez ke liye #BJP Ko jimedar bara I Vali #Congress #TripleTalaq ban ne Q #BJP ko credit nhi Dena chahati??  #MullonKidalali			Mixed			
20cr Muslim bade aasani se #TripleTalaq pe Faisal sunlte hai or ek Rapist #RamRahimSingh ke faisle pe andh bhak desk ko jala rhe h wah wah					Hindi	
Aisa nai but yeh jo Fatwa bolte hai, #TripleTalaq ke against hai jo hypocrites hai terrorist hai unke virodhi hai hum			Mixed			
Ye to bata de kis law k hisab se yashodaben ko akela chor dia tha unke pati ne? #tripletalaq ya #divorce ?  jawab zarur diyo .			Mixed			
Besharmi ki hadd hoti hai!!Mahilaon ke naam pe dukaan chalane wale abhi #tripletalaq ko support kar rahe hain.Sharia bhi koi cheez h by God!					Hindi	
#TripleTalaq Amir, sharukh, Salman aap triple talaq ke against Muslim women ka sath Kyu nhee dete. Kya Ye apki duty nhee hai.			Mixed			
#TripleTalaq ko media galat tarah se pesh kar raha hy take muslim khud isko ban karane par raazi ho jae dusre tweet me dekho		Mixed				
Prohibit #TripleTalaq desh me sab ka equal hauqe. desh 1 desh ke law alag alag q?#uniformcivilcode #1desh1rule @narendramodi @Badlega_India			Hindi			
#TripleTalaq jo isko support kar rahe hai wo 1 bar ladki jarur bane.taqi pata to chale kysa lgta hai. Shame!					Mixed	
#TripleTalaq Muslim Aurto ki asli condition maine dekhi hain bohot hi bhadda aur khoode se bhi battar haalat main rakkha jaata hain unhe. https://twitter.com/kushaltanna991/status/847466229770014723 …					Hindi	
#TripleTalaq har baat par react karne wale Rahu (Rahul) Ketu (Keju) kyu chup hai abhi tak  ?			Hindi			
#TripleTalaq  Common Muslim Women jiski jawaan beti ko nukkad ke launde aate jaate Tamatar maarte hain rape bhi kar dete hain.		Mixed				
News valo ko debate karne k liye kuch milta nahi h #TripleTalaq ko leke beth jate h					Mixed	
#TripleTalaq ram mandir ke vishay me maulanas ko constitution yaad aata hai aur triple talaq ke waqt sharia... bloody #hypocrite maulanas			English			
"aunty ji #TripleTalaq ban nahi hai ""instant ""#tripletalaq banned hai. agar kuch buddhi bachi hai to judgement padh ke aayiye, bina homework ke thothli debate kyun??"			Mixed			
Itna Gira hua Tweet @yuvadesh? Woh bhi Gujarat ke Gaurav @narendramodi ji ke baare mein #Shameful					Hindi	
Ya #TripleTalaq me hi busy rhegi.Yahan hm student ka aaye din #Rape ho rha ha to uska kuchh ni.			Mixed			
Wow...glad to see #BJP walo ko #TripleTalaq ke siwa v kuch trend karne ko mila.    #Congrats_Mayor_PreetyAgarwal pic.twitter.com/4GyPKcROwd						English
Kuch talve chatne wale  #TripleTalaq ko bhi  astha ka visay batate hai wah!aur aise log sirf congress se hi belong kr skte hai.					Hindi	
Paise ke liye @KapilSibal aur Vote Bank ke liye @INCIndia Apne maa ka bhi #TripleTalaq accept kar lenge					Mixed	
just abolish #TripleTalaq like sati pratha and baal - vivah. kuritiyan bhale hi dharm se judi ho pr hoti to kuriti hi h		Hindi				
@KapilSibal what a shame such bheja less, nalayak, kaminas were in power from 2004 to 2014, desh ka kabada toh hona hi thaa #TripleTalaq					Mixed	
Saalon #TripleTalaq dene waalon, Kabhi Hum kuwaaron ki taraf dekho, Phir jaanoge ki Tum kitne lucky ho...			Hindi			
Jise ye pata nahi triple  talaq hota kya hai iske rules  kya hai ye pata nahi wo aaj talaq par baat kar raha hai wah re #TripleTalaq						Mixed
ma'am, pahle #TripleTalaq gaya..Aur ab #RightToPrivacy bhi aa gaya.. ab to double Party banti hai aapki taraf se.	Mixed					
Agar teen bar #Talaq bolne se talaq nahi ho sakta, to #FB or #WhatsApp pe 3 bar #iloveyou bolne par block bhi nahi hona chaiye #TripleTalaq		Mixed				
What a joke.... sala India mein kuch vi ho sakta hain. Rape karu , no jail..Beef khayu to 4 sal ki jail. kya joke hain boss. Now India is in Dark Phase.#TripleTalaq					Hindi	
#TripleTalaq  ko jante nahin aur us per debate bhi kerte hein. wah ! Aur muslim women se itni hamdardi bhi wah !! @awasthis yeh isi saal kyu https://twitter.com/News18India/status/863046565069438976 …						Mixed
SC ne kaha Triple Talaq dharmic mudda hua, to dakhal nahi denge!! to fir  Hindu festivals ke liye  dohre mapdand kyon?			Mixed			
Are bhai vo Trupti desai kaha gai?ladies ka haq magne vali,vo to sirf zoothi thi hindu Muslim me dange karvane ayi thi.			Mixed			
#TripleTalaq jafar sahab. Khuda n kare kabhi aapki beti k sath aisa ho. Jada soch ko uppr kijiye or personal low ko side me rakhiye		Hindi				
#TTKSawal #TripleTalaq is evil practice whch shd b abolished.Kya mazhab ke naam pe hum apni behno par atyachar hone dete rahenge?			Hindi			
Instant #TripleTalaq khatam hone ki khusiya manaa rahi hai Muslim mahilaye,,,,,, pic.twitter.com/cN88j8uoI1	Hindi					
.@BDUTT Mam kaafi frustration me lag rahi hain #TripleTalaq judgement ke baad ! Yahi mauka hain inko koi link bhejo re Blue whale game ki! https://twitter.com/bdutt/status/900627311208169472 …			Mixed			
Sir, woh *3 talaak* ka matter clear ho gyaa, Ab *saat janam* wala matter bhi dekh lijiye please @narendramodi #TripleTalaq @rsprasad #TripleTalaq		Mixed				
Koi bhi mard #TripleTalaq kyu de jab ke wo aasani se apni biwi ko abandon karke India ka prime minister ban sakta hai?			Mixed			
#TripleTalaq ke issue se tumhe lagta hai Muslim mahilaoke vote milenge aisa honewala nahi hai			Mixed			
Sir @myogiadityanath ..kyaa ye sachch hai aapne #TripleTalaq wale musalmaan auroton ke liye package announce kiyaa hai ji?...agar sachch hai ....toh...Hindu auraton ne kyaa paap kiyaa hai Sirf						Hindi
Aj muslim mahilao ki jeet hui he aur..... Ek women empowerment ki bhi jeet hui he.... Ab #RajyaSabha me ye #TripleTalaqBill  pass ho jay to...... #TripleTalaq se mukti mil jayegi.... Aur #women ko ek sahi ajadi milegi.... Great job @narendramodi_in &@indian goverment	Both					
Government ko un non-Muslims women's ke bare main bhi sochna chaye jin ko ek talaq bhi nahi milta lekin unke husband Phir bhi alag ho jate hai yahan to phir bhi #TripleTalaq milta hai kya ye government sirf muslim women's ki hai #TripleTalaqBill #TripleTalaq		Mixed				
Congress ka women empowerment sirf ek dikhawa hai #TripleTalaq #TripleTalaqBillPassed		Hindi				
Bechari paksitan premi ab to pakistan bhi nahi ja sakte vahe pe already  #TripleTalaq Ban hai. Sudan will be best choice for them . Jai Ho Narendra Modi		Hindi				
#TripleTalaq modi ji ne Muslims aurto  ka bhala Kar hi Diya .. bjp ko kaun hara sakta Hai ab . Population to control hogi hi sath me vote bank bhi taiyaar ho gaya . Love u modi...	Both					
That's very good, ab mahengayi bhi Kam ho jayegi, berozgari khatam ho jayegi, rape, robbery, gundagardi sab khatam ho jayegi #TripleTalaq	English					
Agar Ye report negative hoti to #DeMonetisation aur #GST ne desh ko duba Diya Par ab sab chup  #easeofdoingbusiness #IndiaRising #EoDB	English					
#PMModi ne kaha ki yeh ek vijay prapt satr raha.Iss budget session mein,LS mein 21 bill aur RS mein14 bill parit hue,#GST bills bhi: A Kumar pic.twitter.com/odeynHwUHy	Hindi					
UP vidhan sabha main #GST bill pass hone par, @myogiadityanath ji or janta ko badhai deta hoon #GST	Hindi					
Is Desh me #Rape k Kanoon se jyada important  #GST etc ho to kya ho sakta he.		Mixed				
Burnol pe #gst kam kar lo bhai, bahut need hai. .. #RightToPrivacy #Aadhar		Mixed				
Koi na shyad centre finance ministers/state finance ministers ko bhi bol do to vo bhi na kar paaye.#GST		Hindi				
bas #Notebandi aur #GST ke name pr corporate& Vip k Bhala krne ke liye h bas			Mixed			
#DeMonetisation se ubhre bhi nahi the abhi ke Sab #GST mein uljhe hain bhai, baqi kuch nazar nahi aa raha. Yehi to chaal hain !!		Mixed	Hindi			
Mere bhai... #BJP ne kyu samarthan nahi Kiya... #gst #AadharCard #rojgar yojna ka... Fir power main aane par... Congress walo ke ideas copy					Mixed	
Aaj se pehle to aapne saare time se file kiye honge jo aaj complaint kar rahe hain.! @AwardWapasi gang activated on #GST						Mixed
Gaaliyon per #GST nhi hy bas ye dhyaan rakhna ki saari ki saari gaaliyaan non-veg honi chaahiye RK			Mixed			
Sukr hai ki nahi laga #ishq  par #GST  koi, Varna to tu  bhi meri #had se bahar  ho jati.	Hindi					
Ab pta chala #GST #demonetisation ka fayeda nhi hai bol bol kar Congress ne apna gala kharab kar liya. Goonge ko b ye bolne k liye kafi mehanat karni padhi. Khair aakhir trauma me acche acche goonge b bol sakte hain. It's proven.		Mixed				
Aaj ki media single topic news pe chalti hai. Din bhar ki khabar mano jese ek hi issur pe atak jaati hai. Jese #Demonetization #Riyan school, #RamRahim , #UPelection , #GST ya fir #GujaratElection					Mixed	
People of Gujarat aap decide karo ke #Demonitization aur #Gst desh ke liye ache hai ya phir  #divideandrule #templerun #RahulSeparatistBhakt #CongressNeechPolitics jhoothe prcharak wali sarkar achi hai.	Mixed					
Bhai baitor nhi traitor hai yeh. Aam janta mast hai sare chor past hain. After shock ka hi effect hai ki raat ko sote hue bhi inhe sapne me #demonetisation and #GST satata hai.		Mixed	Mixed			
#MinimumBalance #GST sharam aane chahiye ab to Modi Modi Kehne walo Bhako ko..No More Hopes From #NDA ..#ManmohanSingh was far better		English			Hindi	
Dhandha Tera nahi chal raha bc, Silicone implant Karwa Le , paisa nahi hai to #MudraYojana se easy loan mil jayega. Dhyan rakh #GST barabar bharna.		Mixed				
@INCIndia Yeh frustration tum logo k chehre pr mujhe achha laga! Yeh #DeMon #GST #SurgicalStrike #NIAHuriyat #ZakirNaik #Benami #Aadhar #TrippleTalaqBan etc k ghaav tum logon ko ghinone mooh pe achhe lage. Aiyyar ka culture DeshDroh hai Jo China ko MaaiBap manta Hai! #ShameOnYou					Mixed	
So stupid & idiotic that @narendramodi ke #modibhakts itne hai toh kuch bhi chutiyaape present mein kiye ko history se jord denge...and @VCofficeBHU #BanarasHinduUniversity proves that all.					Both	
#GST Bharat ka future hae aur #BJP bi Bharat ka future hae #Congress @INCIndia Beet Chuka 67 Saal Kala Past hae jo koi bi jaad na kare aur Bhoole bi na. Vote for BJP. : @punjabimodern1 @narendramodi @BJP4Gujarat @BJP4India	Mixed					
#UlluKeCharkhe @OfficeOfRG abe #Ghonchu #demonitisation se kiska paisa bahar aya aur #GST ke ghere mai kaun aya? #SoniaKGB @INCIndia kya #Item paida kiya hai kiska #production hai ye Kuch soch ker aadmi choose kerna tha na			Mixed			
"kuch log bolte hai GST ""gabbar singh tax""  hai lekin unko yeh nhi pata ki...  aaj ka jo gabbar hai woh corruption khatam karne aya hai #GujaratElections2017 #NaredraModiJindabad #GST"	Mixed					
You Are Absolutely right Jab se @BJP4India ayi hai tab se desh ke janta paresan hai kabhi #DeMonetisation kabhi #GST  bas lout loo har angel se https://twitter.com/HasibaAmin/status/937555325208600576 … #Chhattisgarh #IndiaWithRahulGandhi		Hindi				
kuchh log #Demonetization aur #GST policies ka virodh kiye to unko corrupt bola jaa raha thaa-aap mera IT dues check karwalo pata chal jayega Virodh karna to democracy ka hissa hai phir sarkar, #BJP aur #bhakt virodh ka jamkar kyo virodh kar rahe hain ?					Mixed	
Ye khushi ki baat hai, saare mulk ke liye faayeda pahunchega: Himachal Pradesh CM #VirbhadraSingh on state assembly passing #GST pic.twitter.com/BAedKvtxdq	Hindi					
#GST Registration be karna baaki hai, Aur Duniya 45 din baad saaf hone wala.. kya karu..?? #GSThelpdesk				Hindi		
#GST Lagu ho jane k Karan #GujaratRSPolls me #MLA successfully nahi kharede Jasaje Nateejatan #AhmedPatel ko rokne me #Amitshah Bakaam rahe.		Mixed				
In 1942, call was 'karenge ya marenge', #today it's 'karenge aur kar ke rahenge': #PMModi http://bit.ly/2upE3SZ  #GST			Hindi			
Dhanyabad @jigneshmevani80 and #TukdeTukdeGang jo #gst ki itni problem ke bad bhi log @narendramodi sir par viswas banaye huye hai @	Hindi					
@PMOIndia sir kya ye #GST bhi hm student ko hi pay krna hai ab... Kya yahi #ache_din hain hm students ke liye...pic.twitter.com/kNHej3kbZ7		Hindi				
itne error to CA banne me nahi aarahe jitne #GST Return File karne me aarahe hai @arunjaitley hey mahapurush aaye ek #GSTRETURN file karke dikhaye jitne baal bache hai vo bhi ud jayege :x #andherinagrichopatraja	Mixed					
Ye sab modi ji ki mili bhagat hai, vo humse late fees ke bahaane apna rajasv badhaana chaahte hai!			Hindi			Hindi
Tarikh pe Tarikh, Tarikh pe Tarikh, Sirf Tarikh hi Milli hai Jately Sahab par GST Credit Nahi Mila...............................#GSTR-1 #GSTR1 #GST		Mixed				
hats-off  atleast kisi cheej ka toh rate kam kar do...kaha gaye #demonetization aur #gst ke gaan gaane waale... https://fb.me/2r0aBV4dm 		Mixed				
Aap to bolo he mat aapke #khamosh rehne mein he is desh ki janta ki bhalayee hai 2baar pehle bol chuke ho why #Demonetisation  and #GST  is necessary jiski #sazaa ab tak bhugat rahe hain			Hindi			
"Jaise aapne #Demonetisation aur #GST ka ailaan kiya vaise hi ek ailaan aur kar dijiye please ""No more religion and casteism in India"""	English					
2000 ka note hain na uska actual value sirf 1200 hai kyunki seedha #GST 800 katke aata hai #ArunJaitley Reham karo hum logo pe sir pls.pic.twitter.com/ppIBB0FUlM		Hindi				
#CabinetReshuffle to ho gaya Ye #GST reshuffle ho sakta hai kya...18 ko 8 Kar do... Biryani bahut Mehengi ho gayee hai Bhai...		Hindi				
@narendramodi @arunjaitley agr aap logo ne sirf nil ki GSTR1 file ki hoti na to aap khud smj jate gst kitna good and simple h. Disaster #gst			Mixed			
Abey modiye k bhakton #GST ke baad kya sasta hua hai. Tum log 10 cheez daily use wale batao #GSTLoot			Hindi			
Rajya Sabha passed the #GST legislations today paving way for #GST implementation. Mera Desh Badal raha hai Aage badh raha hai	Hindi					
Modi raj me public line me lag ke khub maze kat rahi hai Free data, sasti 2 wheelar aage dekho aur kya? #bs3 #jioprime #DeMonetisation #GST	Hindi					
@arunjaitley operation kiya kisi aur ne, jhanda gada aap ne... yahi BJP k kam hai kya sahab... #GST #GSTBills @WithCongress @IYC					Mixed	
Sir apka follower hote hue bhi mai aj apni maa ko answer nhi kr paya ki hmare desh me #GST se kya fayda hua... Unhone bola ki mujhe mere ghar me koi fayda nhi dikhai de raha to pure desh me kya fayda ho sakta hai? Aur mai chup ho gaya @narendramodi		Mixed				
Hamare problems ka solution nahi nahi nikalsakte Aur Apni manmani kiye jaarahe ho saheb Bharat ki Janta ko kaise lagta hoga .aap se jawab mangte mangte thak chuke hain hum #demonitization #GST now #FRDI #Blackmoney #Jobs		Mixed				
#GST itna success huwa ki ab KARZ lene par raha hai.		Mixed				
Ab bahut jald hi USD aur INR me difference nahi hoga	Mixed					
Sir @sardanarohit ka.naam.bhul gaye jab desh mein log #demonetization ki.wajah line.mein.mar rahe the jab #GST se vyapari.paresan the #Farmers suicide.kar rahe the tab sabse acha dhyan unhone.ho bhatkaya tha aise kisika credit cheeno mat pls...ab woh @aajtak ho gaye hainhttps://twitter.com/AlokTiwari9335/status/946344328464494594 …		Mixed				
please agar #GST me patrol ko lao to uska fayda public ko dijiye. humari zeb se sare paise nikal kr vikas kis kaam ka jab pet khali ho sabka		Hindi				
Garibonka tel nikal ne ke baad, ab  mantriji Sirf kehte hai petrol/ diesel to come under #GST. Wah ! #DharmendraPradhan.			Mixed			
Feku says #GST se truck ki vasooli khatam ho gayi ..jameen pe Kya ho raha Hai kuch Pata hi jaitley ki security hata fir janta batayegi vikas			Mixed			
